batting_team,ball_number,total_team_runs,total_team_wickets,striker_ID,bowler_ID,nonstriker_ID,batter_runs,extras_runs,total_delivery_runs,wicket,wicket_type
Rajasthan Royals,1,0,0,72861603,91a4a398,ae091d39,0,0,0,0,
Rajasthan Royals,2,1,0,72861603,91a4a398,ae091d39,0,1,1,0,
Rajasthan Royals,3,2,0,ae091d39,91a4a398,72861603,0,1,1,0,
Rajasthan Royals,4,3,0,ae091d39,91a4a398,72861603,1,0,1,0,
Rajasthan Royals,5,4,0,72861603,91a4a398,ae091d39,1,0,1,0,
Rajasthan Royals,6,4,0,ae091d39,91a4a398,72861603,0,0,0,0,
Rajasthan Royals,7,10,0,ae091d39,91a4a398,72861603,6,0,6,0,
Rajasthan Royals,8,10,0,72861603,e938e1bc,ae091d39,0,0,0,0,
Rajasthan Royals,9,10,0,72861603,e938e1bc,ae091d39,0,0,0,0,
Rajasthan Royals,10,10,0,72861603,e938e1bc,ae091d39,0,0,0,0,
Rajasthan Royals,11,14,0,72861603,e938e1bc,ae091d39,0,4,4,0,
Rajasthan Royals,12,18,0,ae091d39,e938e1bc,72861603,4,0,4,0,
Rajasthan Royals,13,18,0,ae091d39,e938e1bc,72861603,0,0,0,0,
Rajasthan Royals,14,18,0,ae091d39,e938e1bc,72861603,0,0,0,0,
Rajasthan Royals,15,19,0,72861603,91a4a398,ae091d39,1,0,1,0,
Rajasthan Royals,16,20,0,ae091d39,91a4a398,72861603,1,0,1,0,
Rajasthan Royals,17,20,0,72861603,91a4a398,ae091d39,0,0,0,0,
Rajasthan Royals,18,22,0,72861603,91a4a398,ae091d39,2,0,2,0,
Rajasthan Royals,19,26,0,72861603,91a4a398,ae091d39,4,0,4,0,
Rajasthan Royals,20,30,0,72861603,91a4a398,ae091d39,4,0,4,0,
Rajasthan Royals,21,30,0,ae091d39,e938e1bc,72861603,0,0,0,0,
Rajasthan Royals,22,30,0,ae091d39,e938e1bc,72861603,0,0,0,0,
Rajasthan Royals,23,31,0,ae091d39,e938e1bc,72861603,1,0,1,0,
Rajasthan Royals,24,31,0,72861603,e938e1bc,ae091d39,0,0,0,0,
Rajasthan Royals,25,32,0,72861603,e938e1bc,ae091d39,0,1,1,0,
Rajasthan Royals,26,33,0,72861603,e938e1bc,ae091d39,1,0,1,0,
Rajasthan Royals,27,34,0,ae091d39,e938e1bc,72861603,0,1,1,0,
Rajasthan Royals,28,34,0,ae091d39,86dc8f2e,72861603,0,0,0,0,
Rajasthan Royals,29,38,0,ae091d39,86dc8f2e,72861603,4,0,4,0,
Rajasthan Royals,30,38,0,ae091d39,86dc8f2e,72861603,0,0,0,0,
Rajasthan Royals,31,38,0,ae091d39,86dc8f2e,72861603,0,0,0,0,
Rajasthan Royals,32,42,0,ae091d39,86dc8f2e,72861603,4,0,4,0,
Rajasthan Royals,33,43,0,ae091d39,86dc8f2e,72861603,1,0,1,0,
Rajasthan Royals,34,43,0,ae091d39,e938e1bc,72861603,0,0,0,0,
Rajasthan Royals,35,45,0,ae091d39,e938e1bc,72861603,2,0,2,0,
Rajasthan Royals,36,45,0,ae091d39,e938e1bc,72861603,0,0,0,0,
Rajasthan Royals,37,49,0,ae091d39,e938e1bc,72861603,4,0,4,0,
Rajasthan Royals,38,50,0,ae091d39,e938e1bc,72861603,1,0,1,0,
Rajasthan Royals,39,51,0,72861603,e938e1bc,ae091d39,1,0,1,0,
Rajasthan Royals,40,52,0,72861603,86dc8f2e,ae091d39,1,0,1,0,
Rajasthan Royals,41,53,0,ae091d39,86dc8f2e,72861603,1,0,1,0,
Rajasthan Royals,42,53,0,72861603,86dc8f2e,ae091d39,0,0,0,0,
Rajasthan Royals,43,54,0,72861603,86dc8f2e,ae091d39,1,0,1,0,
Rajasthan Royals,44,59,0,ae091d39,86dc8f2e,72861603,0,5,5,0,
Rajasthan Royals,45,59,0,ae091d39,86dc8f2e,72861603,0,0,0,0,
Rajasthan Royals,46,63,0,ae091d39,86dc8f2e,72861603,4,0,4,0,
Rajasthan Royals,47,68,0,72861603,888e32bf,ae091d39,4,1,5,0,
Rajasthan Royals,48,74,0,72861603,888e32bf,ae091d39,6,0,6,0,
Rajasthan Royals,49,74,0,72861603,888e32bf,ae091d39,0,0,0,0,
Rajasthan Royals,50,74,0,72861603,888e32bf,ae091d39,0,0,0,0,
Rajasthan Royals,51,78,0,72861603,888e32bf,ae091d39,4,0,4,0,
Rajasthan Royals,52,79,0,72861603,888e32bf,ae091d39,1,0,1,0,
Rajasthan Royals,53,80,0,ae091d39,888e32bf,72861603,1,0,1,0,
Rajasthan Royals,54,82,0,ae091d39,0c2730df,72861603,0,2,2,0,
Rajasthan Royals,55,82,0,ae091d39,0c2730df,72861603,0,0,0,0,
Rajasthan Royals,56,83,0,ae091d39,0c2730df,72861603,1,0,1,0,
Rajasthan Royals,57,84,0,72861603,0c2730df,ae091d39,1,0,1,0,
Rajasthan Royals,58,85,0,ae091d39,0c2730df,72861603,1,0,1,0,
Rajasthan Royals,59,86,0,72861603,0c2730df,ae091d39,1,0,1,0,
Rajasthan Royals,60,87,0,72861603,ba607b88,ae091d39,1,0,1,0,
Rajasthan Royals,61,88,0,ae091d39,ba607b88,72861603,1,0,1,0,
Rajasthan Royals,62,90,0,72861603,ba607b88,ae091d39,0,2,2,0,
Rajasthan Royals,63,91,0,ae091d39,ba607b88,72861603,1,0,1,0,
Rajasthan Royals,64,92,0,72861603,ba607b88,ae091d39,1,0,1,0,
Rajasthan Royals,65,93,0,ae091d39,ba607b88,72861603,0,1,1,0,
Rajasthan Royals,66,94,0,72861603,ba607b88,ae091d39,1,0,1,0,
Rajasthan Royals,67,95,0,72861603,0c2730df,ae091d39,1,0,1,0,
Rajasthan Royals,68,95,0,ae091d39,0c2730df,72861603,0,0,0,0,
Rajasthan Royals,69,95,0,ae091d39,0c2730df,72861603,0,0,0,0,
Rajasthan Royals,70,95,0,ae091d39,0c2730df,72861603,0,0,0,0,
Rajasthan Royals,71,99,0,ae091d39,0c2730df,72861603,4,0,4,0,
Rajasthan Royals,72,100,0,ae091d39,0c2730df,72861603,1,0,1,0,
Rajasthan Royals,73,101,0,ae091d39,ba607b88,72861603,1,0,1,0,
Rajasthan Royals,74,102,0,72861603,ba607b88,ae091d39,1,0,1,0,
Rajasthan Royals,75,102,0,ae091d39,ba607b88,72861603,0,0,0,0,
Rajasthan Royals,76,106,0,ae091d39,ba607b88,72861603,4,0,4,0,
Rajasthan Royals,77,107,0,ae091d39,ba607b88,72861603,1,0,1,0,
Rajasthan Royals,78,109,0,72861603,ba607b88,ae091d39,2,0,2,0,
Rajasthan Royals,79,109,0,ae091d39,0c2730df,72861603,0,0,0,0,
Rajasthan Royals,80,109,1,ae091d39,0c2730df,72861603,0,0,0,1,caught
Rajasthan Royals,81,109,1,4329fbb5,0c2730df,72861603,0,0,0,0,
Rajasthan Royals,82,113,1,4329fbb5,0c2730df,72861603,4,0,4,0,
Rajasthan Royals,83,113,1,4329fbb5,0c2730df,72861603,0,0,0,0,
Rajasthan Royals,84,114,1,4329fbb5,0c2730df,72861603,1,0,1,0,
Rajasthan Royals,85,114,1,4329fbb5,888e32bf,72861603,0,0,0,0,
Rajasthan Royals,86,114,1,4329fbb5,888e32bf,72861603,0,0,0,0,
Rajasthan Royals,87,116,1,4329fbb5,888e32bf,72861603,2,0,2,0,
Rajasthan Royals,88,116,1,4329fbb5,888e32bf,72861603,0,0,0,0,
Rajasthan Royals,89,117,1,4329fbb5,888e32bf,72861603,1,0,1,0,
Rajasthan Royals,90,122,1,72861603,888e32bf,4329fbb5,0,5,5,0,
Rajasthan Royals,91,126,1,72861603,888e32bf,4329fbb5,4,0,4,0,
Rajasthan Royals,92,130,1,4329fbb5,0c2730df,72861603,4,0,4,0,
Rajasthan Royals,93,134,1,4329fbb5,0c2730df,72861603,4,0,4,0,
Rajasthan Royals,94,135,1,4329fbb5,0c2730df,72861603,1,0,1,0,
Rajasthan Royals,95,136,1,72861603,0c2730df,4329fbb5,1,0,1,0,
Rajasthan Royals,96,137,1,4329fbb5,0c2730df,72861603,1,0,1,0,
Rajasthan Royals,97,143,1,72861603,0c2730df,4329fbb5,6,0,6,0,
Rajasthan Royals,98,144,1,4329fbb5,86dc8f2e,72861603,1,0,1,0,
Rajasthan Royals,99,145,1,72861603,86dc8f2e,4329fbb5,1,0,1,0,
Rajasthan Royals,100,149,1,4329fbb5,86dc8f2e,72861603,4,0,4,0,
Rajasthan Royals,101,150,1,4329fbb5,86dc8f2e,72861603,1,0,1,0,
Rajasthan Royals,102,150,1,72861603,86dc8f2e,4329fbb5,0,0,0,0,
Rajasthan Royals,103,151,1,72861603,86dc8f2e,4329fbb5,1,0,1,0,
Rajasthan Royals,104,152,1,72861603,91a4a398,4329fbb5,1,0,1,0,
Rajasthan Royals,105,156,1,4329fbb5,91a4a398,72861603,4,0,4,0,
Rajasthan Royals,106,157,1,4329fbb5,91a4a398,72861603,1,0,1,0,
Rajasthan Royals,107,161,1,72861603,91a4a398,4329fbb5,4,0,4,0,
Rajasthan Royals,108,163,1,72861603,91a4a398,4329fbb5,2,0,2,0,
Rajasthan Royals,109,167,1,72861603,91a4a398,4329fbb5,4,0,4,0,
